Link,Date,Title,Description
https://www.moneycontrol.com/news/videos/business/markets/live-nifty-reclaims-22100-small-caps-snap-losses-coal-india-iifl-finance-in-focus-closing-bell-12459461.html,"March 14, 2024 03:32 PM IST","LIVE: Nifty reclaims 22,100; small-caps snap losses| Coal India, IIFL Finance in focus| Closing Bell",Catch Nandita Khemka and Yatin Mota as they discuss the stocks on their radar
https://www.moneycontrol.com/news/business/markets/sensex-nifty-gain-amid-broad-based-buying-analysts-advise-avoiding-aggressive-bets-12459241.html,"March 14, 2024 03:08 PM IST","Sensex, Nifty gain amid broad-based buying, analysts advise avoiding aggressive bets","Analysts expect the Nifty to consolidate in 22,400-21,800 range, supported by largecaps"
https://www.moneycontrol.com/news/business/markets/mid-day-mood-it-realty-drive-sensex-nifty-into-green-midcaps-smallcaps-rebound-12457431.html,"March 14, 2024 12:21 PM IST","Mid-day Mood | IT, realty drive Sensex, Nifty into green, midcaps, smallcaps rebound",BSE Midcap and BSE Smallcap indices were up by 1.4 percent and 2.5 percent after having been beaten down on March 13 by nearly 5 percent each.
https://www.moneycontrol.com/news/videos/business/markets/live-mid-smallcap-selloff-a-meltdown-or-a-healthy-correction-focus-on-mf-stress-test-results-12457711.html,"March 14, 2024 12:02 PM IST",Live: Mid & Smallcap selloff - A meltdown or a healthy correction? focus on MF stress test results,Catch Nandita Khemka live in conversation with market experts.
https://www.moneycontrol.com/news/business/markets/fo-manual-indices-rebound-from-red-to-trade-flat-crucial-support-likely-at-21800-12456681.html,"March 14, 2024 11:47 AM IST","F&O Manual | Indices rebound from red to trade flat, crucial support likely at 21,800","If Nifty holds above 21,800 today and tomorrow, and closes above 22,050 for the week, as per experts it will consolidate within the range of 21,800 to 22,200 for a few days."
https://www.moneycontrol.com/news/videos/business/earnings/live-krystal-integrated-services-to-hit-the-primary-markets-with-an-ipo-of-%e2%82%b9300-crore-ipo-watch-12457451.html,"March 14, 2024 11:18 AM IST",Live: Krystal Integrated Services to hit the primary markets with an IPO of ₹300 crore | IPO Watch,Krystal Integrated Services IPO is a book built issue of Rs 300.13 crores. The issue is a combination of fresh issue of 0.24 crore shares aggregating to Rs 175.00 crores and offer for sale of 0.18 crore shares aggregating to Rs 125.13 crores. Catch Nickey Mirchandani live on Moneycontrol to know more.
https://www.moneycontrol.com/news/videos/business/earnings/live-mid-smallcaps-poised-for-more-pain-after-worst-drop-in-two-years-opening-bell-12456771.html,"March 14, 2024 10:06 AM IST",Live: Mid & Smallcaps poised for more pain after worst drop in two years?| Opening Bell,"With the nervousness across large-, mid- and small-caps, the bears are expected to keep control over Dalal Street in the coming sessions too. If the Nifty 50 decisively breaks the 21,860 level (the key level for the continuation of higher highs and higher lows formation), then 21,700-21,500 can be the levels to watch going ahead, but if the index manages to rebound, it may face a hurdle at 22,200-22,300 on the higher side, experts said. On March 13, the bloodbath in broader markets on overvaluation concerns raised by the market regulator dented sentiment. The Sensex plunged 906 points to 72,762, while the Nifty 50 fell 338 points or 1.51 percent (the biggest single-day correction since January 23) to 21,998. The broader markets saw major selling pressure with the Nifty Midcap 100 index falling 4.4 percent and Smallcap 100 declining 5.3 percent. About 23 shares declined for every rising share on the NSE. What is making the market nervous and how should you navigate the selloff? RIL, ITC and Tata Motors are among the  stocks to watch out for today. Meanwhile, Gopal Snacks is likely to see a muted debut amid the broader market selloff. Catch Nandita Khemka in conversation with Chandan Taparia, Senior VP, Head - Derivatives & Technical Research, Motilal Oswal, Sandeep Raina, Exec VP - Research, Nuvama Professional Clients Group and market expert Anshul Saigal"
https://www.moneycontrol.com/news/business/markets/sensex-nifty-extend-fall-to-second-day-analysts-say-a-good-time-to-pick-long-term-bets-12456801.html,"March 14, 2024 09:38 AM IST","Sensex, Nifty recover morning losses; analysts say good time to pick long-term bets",Analysts expect the market to remain turbulent over the next few days due to valuations concerns about small and midcap stocks
https://www.moneycontrol.com/news/opinion/has-the-sebi-chief-finally-reined-in-the-raging-bulls-12456441.html,"March 14, 2024 08:28 AM IST",Has the SEBI chief finally reined in the raging bulls?,"While the near-term positives are already priced into valuations, there are some challenges from weak domestic consumption and slow exports"
https://www.moneycontrol.com/news/business/markets/daily-voice-volatility-in-smallcaps-likely-to-increase-says-siddharth-bothra-of-ambit-12455951.html,"March 14, 2024 08:07 AM IST","Daily Voice: Volatility in smallcaps likely to increase, says Siddharth Bothra of Ambit","After the strong earnings over FY23-24, growth in FY25 is likely to be muted, in mid-teens, says Siddharth Bothra of Ambit Asset Management"
https://www.moneycontrol.com/news/podcast/code-red-for-nifty-sensex-and-more-market-minutes-12456401.html,"March 14, 2024 08:06 AM IST","Code red for Nifty, Sensex and more | Market Minutes","In this episode of Market Minutes, Vaibhavi Ranjan will shed light on the key factors that will guide market direction on March 14. Will the meltdown in the market continue or will there be a breather? Also, in today’s voice of the day segment we have Amnish Aggarwal of Prabhudas Lilladher who shares his views on rural consumption trends and what it means for FMCG companies. Market Minutes is a morning podcast that puts the spotlight on hot stocks, key data points, and developing trends."
https://www.moneycontrol.com/news/business/markets/stock-market-live-sensex-nifty-50-share-price-gift-nifty-latest-updates-14-03-2024-12456001.html,"March 14, 2024 07:20 AM IST","Closing Bell: Nifty at 22,150, Sensex gains 336 pts; banks underperform","Top gainers on the Nifty included Adani Enterprises, Adani Ports, Hero MotoCorp, Hindalco Industries and ONGC, while losers included Axis Bank, IndusInd Bank, Bajaj Finance, Tata Steel and JSW Steel."
https://www.moneycontrol.com/news/business/markets/stock-market-today-top-10-things-to-know-before-the-market-opens-252-12454071.html,"March 14, 2024 07:03 AM IST",Stock Market Today: Top 10 things to know before the market opens,"Trends in the GIFT Nifty indicate a weak start for the broader index in India, with a gain of 77 points or 0.35 percent."
https://www.moneycontrol.com/news/photos/business/stocks/buzzing-stocks-tata-motors-iifl-finance-federal-bank-itc-zydus-lt-finance-holdings-and-others-12455961.html,"March 14, 2024 05:59 AM IST","Buzzing Stocks: Tata Motors, IIFL Finance, Federal Bank, ITC, Zydus, L&T Finance Holdings and others","Stocks to watch: Check out the companies making headlines before the opening bell today, on March 14, 2024."
https://www.moneycontrol.com/news/business/markets/trade-setup-for-thursday-15-things-to-know-before-opening-bell-24-12455191.html,"March 13, 2024 10:35 PM IST",Trade setup for Thursday: 15 things to know before opening bell,"A short build-up was seen in 102 stocks, including Power Grid Corporation of India, Metropolis Healthcare, Adani Ports, Bata India, and MCX India"
https://www.moneycontrol.com/news/business/markets/technical-view-nifty-forms-large-bearish-candle-21860-crucial-for-further-sharp-correction-12452941.html,"March 13, 2024 05:06 PM IST","Technical View: Nifty forms large bearish candle, 21,860 crucial for further sharp correction","The options data indicated that 21,800-21,700 is expected to be next support for the Nifty 50, with resistance at 22,200-22,300 levels."
https://www.moneycontrol.com/news/business/markets/taking-stock-market-flashes-red-nifty-below-22000-sensex-down-906-points-12452291.html,"March 13, 2024 03:45 PM IST","Taking Stock: Market flashes red; Nifty below 22,000; Sensex down 906 points","The biggest Nifty losers included Adani Enterprises, Coal India, Adani Ports, Power Grid Corporation and NTPC, while gainers were ITC, UltraTech Cement, HCL Technologies, Kotak Mahindra Bank and ICICI Bank"
https://www.moneycontrol.com/news/videos/business/markets/live-nifty-plunges-below-22000-mid-small-caps-melt-realty-metals-biggest-losers-closing-bell-12452191.html,"March 13, 2024 03:43 PM IST","LIVE: Nifty plunges below 22,000; mid & small-caps melt| Realty, Metals biggest losers| Closing Bell","Nifty slides over 400 points to breach the 22,000 mark.Sensex plummets over 1,000 points. 
Broader markets hammered out of shape. Nifty Smallcap index down 12% from peak. Both mid & smallcap indices are in the red for the year. Nifty losers: Power Grid, Adani Ports, Coal India, NTPC, Tata Steel, ONGC.Nifty gainers: ITC, ICICI Bank, Cipla, Bajaj Finance, DRL, HDFC Bank. Catch Nandita Khemka and Yatin Mota as they discuss the stocks on their radar"
https://www.moneycontrol.com/news/business/markets/sensex-nifty-tumble-over-1-3-amid-broad-based-selloff-correction-likely-to-intensify-12452011.html,"March 13, 2024 02:50 PM IST","Sensex, Nifty tumble up to 1.5% amid broad-based selloff; correction likely to intensify","Though analysts attributed this correction as healthy, they expect the pain to stay in the near-term"
https://www.moneycontrol.com/news/business/markets/sebi-glare-raid-on-tibrewala-stress-test-and-more-all-thats-weighing-on-mid-and-smallcaps-12450981.html,"March 13, 2024 02:05 PM IST",Mid and smallcap indices turn negative for 2024: Four factors weighing on sentiment,AMFI-SEBI mandated stress test and recent regulatory glare is weighing on the market sentiment in mid and smallcap category. Over 80 percent shares from the smallcap index are in the red since February 19.
https://www.moneycontrol.com/news/business/markets/mid-day-mood-nifty-tests-22100-on-the-downside-with-broader-markets-falling-for-a-third-day-12450191.html,"March 13, 2024 11:57 AM IST","Nifty 50 slips below 22,000; midcaps, smallcaps bleed",The ITC block deal ruboff failed to clear the sentiment and markets are now sharply lower with the selloff in the broader market continuing for a third session due to concerns over valuations.
https://www.moneycontrol.com/news/business/markets/bank-nifty-trades-sideways-heres-how-analysts-are-positioning-todays-expiry-12449831.html,"March 13, 2024 11:27 AM IST",Bank Nifty trades sideways. Here's how analysts are positioning today's expiry,"Short covering may emerge if the index decisively crosses 47,500, while the 47,000 mark is anticipated to hold in today's trade, analysts have said."
https://www.moneycontrol.com/news/business/markets/sensex-nifty-extend-gains-to-2nd-straight-day-amid-strong-global-cues-macro-data-12449431.html,"March 13, 2024 09:32 AM IST","Sensex, Nifty extend gains to 2nd straight day amid strong global cues, macro data","In the absence of any significant selling pressure, market experts observed bullish sentiment intact, which could take markets at new life-time highs in the near-term"
https://www.moneycontrol.com/news/business/markets/nifty-expected-to-trade-rangebound-to-positive-crucial-support-at-22300-12449241.html,"March 13, 2024 09:15 AM IST","Nifty expected to trade rangebound to positive, crucial support at 22300","For the Nifty, support is at 22,200-22,300, while resistance is at 22,410 for a possible move towards 22,550-22,600, say analysts"
https://www.moneycontrol.com/news/videos/business/earnings/live-indian-equity-market-to-react-to-in-line-inflation-itc-vedanta-in-focus-opening-bell-12449221.html,"March 13, 2024 09:02 AM IST","Live: Indian equity market to react to in-line inflation | ITC, Vedanta in focus | Opening Bell","Volatility is the name of the game. Digesting the positive CPI data in the US and India, investors look for the next big trigger to swing direction of the markets. Broader markets underperformed frontline indices and is likely to see more pressure going ahead. Among stocks in focus will be ITC, Vedanta and ICICI Prudential among others.
Moneycontrol's Stacy Pereira discusses all this and more with Rajesh Palviya, Senior Vice President Research (Head Technical & Derivatives ) at Axis Securities Limited and Andrew Holland, CEO, Avendus Capital Public Markets Alternate Strategies LLP on Opening Bell"
https://www.moneycontrol.com/news/business/markets/daily-voice-this-fund-manager-expects-nifty-to-hold-steady-but-expects-correction-in-mid-smallcaps-this-year-12448421.html,"March 13, 2024 08:45 AM IST","Daily Voice: This fund manager expects Nifty to hold steady but foresees a correction in mid, smallcaps this year",Divam Sharma of Green Portfolio is underweight on banking and says he will wait for valuations to slim before adding major exposure
https://www.moneycontrol.com/news/business/markets/stock-market-live-sensex-nifty-50-share-price-gift-nifty-latest-updates-13-03-2024-12448541.html,"March 13, 2024 07:19 AM IST","Closing Bell: Nifty below 22,000, Sensex falls 906 points; all sectors in the red","All other sectoral indices ended in the red, with Realty, Media, PSU Bank, Telecom, Power, Oil & Gas, Metals down over 5 percent each."
https://www.moneycontrol.com/news/business/markets/stock-market-today-top-10-things-to-know-before-the-market-opens-251-12447681.html,"March 13, 2024 07:08 AM IST",Stock Market Today: Top 10 things to know before the market opens,"Trends in the GIFT Nifty indicate a positive start for the broader index in India, with a gain of 27.50 points or 0.12 percent."
https://www.moneycontrol.com/news/photos/business/stocks/buzzing-stocks-itc-aurobindo-pharma-vedanta-macrotech-developers-indiabulls-housing-finance-lemon-tree-hotels-kfin-technologies-and-others-in-news-12448371.html,"March 13, 2024 06:46 AM IST","Buzzing Stocks: ITC, Aurobindo Pharma, Vedanta, Macrotech Developers, Indiabulls Housing Finance, and others in news","Stocks to watch: Check out the companies making headlines before the opening bell today, on March 13, 2024."
https://www.moneycontrol.com/news/business/markets/trade-setup-for-wednesday-15-things-to-know-before-opening-bell-24-12448001.html,"March 12, 2024 10:46 PM IST",Trade setup for today: 15 things to know before opening bell,"Based on the OI percentage, 70 stocks saw long unwinding. These include Tata Chemicals, Hindustan Copper, Ipca Laboratories, BPCL, and Aditya Birla Fashion & Retail."
https://www.moneycontrol.com/news/business/markets/technical-view-nifty-defends-10-day-ema-and-forms-doji-pattern-22500-crucial-for-further-upside-12446251.html,"March 12, 2024 04:44 PM IST","Technical View: Nifty defends 10-day EMA and forms Doji pattern, 22,500 crucial for further upside","Options data indicated that 22,500 is expected to remain key resistance area for the Nifty 50, with support at 22,300."
https://www.moneycontrol.com/news/photos/business/stocks/gainers-losers-10-stocks-that-moved-the-most-on-march-12-2-12446241.html,"March 12, 2024 04:30 PM IST",Gainers & Losers: 10 stocks that moved the most on March 12,"About 551 shares advanced, 2,845 shares declined and 49 shares remained unchanged today"
https://www.moneycontrol.com/news/videos/business/markets/live-nifty-sees-mild-gains-amid-volatile-trade-smallcaps-suffer-itc-zomato-in-focus-closing-bell-12445721.html,"March 12, 2024 03:44 PM IST","Live: Nifty Sees Mild Gains Amid Volatile Trade; Smallcaps Suffer| ITC, Zomato In Focus| Closing Bell","Nifty dips below 22,400, smallcaps tumble 2%. Despite Nifty Bank pressure, HDFC Bank shines. Broader markets face pain, realty index plunges 4%. IT sector gains while ITC sees biggest drop in 8 months. Top gainers: HDFC Bank, TCS, Maruti; losers: Cipla, SBI. Catch Nandita Khemka and Yatin Mota as they discuss the stocks on their radar"
https://www.moneycontrol.com/news/business/markets/taking-stock-nifty-ends-flat-sensex-up-165-points-amid-volatility-ahead-of-us-inflation-data-12445761.html,"March 12, 2024 03:42 PM IST","Taking Stock: Nifty ends flat, Sensex up 165 points amid volatility ahead of US inflation data","On the sectoral front, except IT all other indices ended in the red with realty index down nearly 3.5 percent, PSU Bank and Media indices down 2 percent each, while capital goods, FMCG, healthcare, metal and power indices fell 1 percent each."
https://www.moneycontrol.com/news/business/markets/sensex-nifty-volatile-as-investors-await-us-inflation-print-largecaps-to-support-bullish-tone-ahead-12445331.html,"March 12, 2024 03:03 PM IST","Sensex, Nifty volatile as investors await US inflation print; largecaps to support bullish tone ahead","Going ahead, analysts see stage set for Nifty to head towards 23,000 as sectoral rotation plays out, favouring largecaps over small-and midcaps"
https://www.moneycontrol.com/news/business/markets/mid-day-mood-sensex-nifty-pares-gains-as-banking-stocks-fall-inflation-data-awaited-12443581.html,"March 12, 2024 12:09 PM IST","Nifty struggles to hold on to gains, PSU selloff dents broader market sentiment","Within broader markets, PSU stocks and the real estate pack is under selling pressure, while Tata group stocks are extending the fall in today's session."
https://www.moneycontrol.com/news/videos/business/ipo/live-popular-vehicles-services-hits-primary-market-with-a-rs-601-55-crore-ipo-on-march-12ipo-watch-12443291.html,"March 12, 2024 11:45 AM IST",Live: Popular Vehicles & Services hits primary market with a Rs 601.55 crore IPO on March 12|IPO Watch,Popular vehicles & services IPO will open for subscription on March 12. price band for the issue has been fixed at Rs 280-295/share. It is a  mix of fresh issue and an offer for sale. Nickey Mirchandani speaks with the management.
https://www.moneycontrol.com/news/business/markets/sensex-nifty-flat-amid-firm-global-cues-inflation-data-awaited-12442171.html,"March 12, 2024 09:40 AM IST","Sensex, Nifty gain amid firm global cues; inflation data awaited","Analysts expect time-wise profit-booking but say there is no reason to worry as long as the Nifty stays above 22,200"
https://www.moneycontrol.com/news/videos/business/markets/live-indian-equity-market-to-remain-under-pressure-eye-on-cpi-data-rk-swamy-listing-opening-bell-12442321.html,"March 12, 2024 09:10 AM IST","Live: Indian equity market to remain under pressure |Eye on CPI Data, RK Swamy listing |Opening Bell","Given the sharp uptrend, Indian markets have gone into consolidation mode. But overall the trend is still in favour of bulls. GIFT Nifty indicates a firm start, but It was the broader markets reversed previous day's gains with the smallcap index shedding over 2%. After SEBI's comments remains to be seen if further downside continues. As for an handover from overseas weak global cues amid uncertainty over U.S Fed's rate cuts mars sentiment. All eyes will be on US & India inflation data due later tis evening. Among stocks in focus are ITC, pharma & chemical stocks. Moneycontrol's Stacy Pereira discusses all this and more with Aamar Deo Singh-Sr Vice President, Angelone & Market Expert Prakash Diwan on Opening Bell"
https://www.moneycontrol.com/news/business/markets/daily-voice-global-recession-biggest-risk-to-7-growth-projection-for-fy25-says-jimeet-modi-12441541.html,"March 12, 2024 08:16 AM IST","Daily Voice | Global recession biggest risk to 7% growth projection for FY25, says Jimeet Modi","Electric vehicles and semiconductors are the sunrise sectors but a lot of their potential has already been priced in, the Samco Group founder and CEO says"
https://www.moneycontrol.com/news/business/markets/stock-market-live-sensex-nifty-50-share-price-gift-nifty-latest-updates-12-03-2024-12441681.html,"March 12, 2024 07:17 AM IST","Closing Bell: Nifty flat, Sensex up 165 points; IT gains, realty top drag","Sensex Today | Stock Market LIVE Updates: BSE Midcap and Smallcap indices down 1-2 percent each. On the sectoral front, except IT all other indices are trading in the red with realty index down nearly 4 percent."
https://www.moneycontrol.com/news/photos/business/stocks/buzzing-stocks-wipro-rvnl-tata-investment-indigo-mm-itc-jio-financial-and-others-12441501.html,"March 12, 2024 06:21 AM IST","Buzzing Stocks: Wipro, RVNL, Tata Investment, IndiGo, M&M, ITC, Jio Financial and others","Stocks to watch: Check out the companies making headlines before the opening bell today, on March 12, 2024."
https://www.moneycontrol.com/news/business/markets/trade-setup-for-tuesday-15-things-to-know-before-opening-bell-22-12441011.html,"March 11, 2024 10:18 PM IST",Trade setup for today: 15 things to know before opening bell,"A short build-up was seen in 91 stocks, including Apollo Tyres, PVRINOX, Aditya Birla Fashion & Retail, Tata Steel and Dr Lal PathLabs"
https://www.moneycontrol.com/news/business/markets/technical-view-caution-and-consolidation-may-continue-in-nifty-with-support-at-22200-12439201.html,"March 11, 2024 04:51 PM IST","Technical View: Caution and consolidation may continue in Nifty with support at 22,200","The weekly options data suggests that the 22,300-22,000 is expected to be key support area, with resistance at 22,500-22,600 levels."
https://www.moneycontrol.com/news/business/markets/mid-day-mood-nifty-tests-22100-on-the-downside-with-broader-markets-falling-for-a-third-day-12450191.html,"March 13, 2024 11:57 AM IST","Nifty 50 slips below 22,000; midcaps, smallcaps bleed",The ITC block deal ruboff failed to clear the sentiment and markets are now sharply lower with the selloff in the broader market continuing for a third session due to concerns over valuations.
https://www.moneycontrol.com/news/business/markets/bank-nifty-trades-sideways-heres-how-analysts-are-positioning-todays-expiry-12449831.html,"March 13, 2024 11:27 AM IST",Bank Nifty trades sideways. Here's how analysts are positioning today's expiry,"Short covering may emerge if the index decisively crosses 47,500, while the 47,000 mark is anticipated to hold in today's trade, analysts have said."
https://www.moneycontrol.com/news/business/markets/sensex-nifty-extend-gains-to-2nd-straight-day-amid-strong-global-cues-macro-data-12449431.html,"March 13, 2024 09:32 AM IST","Sensex, Nifty extend gains to 2nd straight day amid strong global cues, macro data","In the absence of any significant selling pressure, market experts observed bullish sentiment intact, which could take markets at new life-time highs in the near-term"
https://www.moneycontrol.com/news/business/markets/nifty-expected-to-trade-rangebound-to-positive-crucial-support-at-22300-12449241.html,"March 13, 2024 09:15 AM IST","Nifty expected to trade rangebound to positive, crucial support at 22300","For the Nifty, support is at 22,200-22,300, while resistance is at 22,410 for a possible move towards 22,550-22,600, say analysts"
https://www.moneycontrol.com/news/videos/business/earnings/live-indian-equity-market-to-react-to-in-line-inflation-itc-vedanta-in-focus-opening-bell-12449221.html,"March 13, 2024 09:02 AM IST","Live: Indian equity market to react to in-line inflation | ITC, Vedanta in focus | Opening Bell","Volatility is the name of the game. Digesting the positive CPI data in the US and India, investors look for the next big trigger to swing direction of the markets. Broader markets underperformed frontline indices and is likely to see more pressure going ahead. Among stocks in focus will be ITC, Vedanta and ICICI Prudential among others.
Moneycontrol's Stacy Pereira discusses all this and more with Rajesh Palviya, Senior Vice President Research (Head Technical & Derivatives ) at Axis Securities Limited and Andrew Holland, CEO, Avendus Capital Public Markets Alternate Strategies LLP on Opening Bell"
https://www.moneycontrol.com/news/business/markets/daily-voice-this-fund-manager-expects-nifty-to-hold-steady-but-expects-correction-in-mid-smallcaps-this-year-12448421.html,"March 13, 2024 08:45 AM IST","Daily Voice: This fund manager expects Nifty to hold steady but foresees a correction in mid, smallcaps this year",Divam Sharma of Green Portfolio is underweight on banking and says he will wait for valuations to slim before adding major exposure
https://www.moneycontrol.com/news/business/markets/stock-market-live-sensex-nifty-50-share-price-gift-nifty-latest-updates-13-03-2024-12448541.html,"March 13, 2024 07:19 AM IST","Closing Bell: Nifty below 22,000, Sensex falls 906 points; all sectors in the red","All other sectoral indices ended in the red, with Realty, Media, PSU Bank, Telecom, Power, Oil & Gas, Metals down over 5 percent each."
https://www.moneycontrol.com/news/business/markets/stock-market-today-top-10-things-to-know-before-the-market-opens-251-12447681.html,"March 13, 2024 07:08 AM IST",Stock Market Today: Top 10 things to know before the market opens,"Trends in the GIFT Nifty indicate a positive start for the broader index in India, with a gain of 27.50 points or 0.12 percent."
https://www.moneycontrol.com/news/photos/business/stocks/buzzing-stocks-itc-aurobindo-pharma-vedanta-macrotech-developers-indiabulls-housing-finance-lemon-tree-hotels-kfin-technologies-and-others-in-news-12448371.html,"March 13, 2024 06:46 AM IST","Buzzing Stocks: ITC, Aurobindo Pharma, Vedanta, Macrotech Developers, Indiabulls Housing Finance, and others in news","Stocks to watch: Check out the companies making headlines before the opening bell today, on March 13, 2024."
https://www.moneycontrol.com/news/business/markets/trade-setup-for-wednesday-15-things-to-know-before-opening-bell-24-12448001.html,"March 12, 2024 10:46 PM IST",Trade setup for today: 15 things to know before opening bell,"Based on the OI percentage, 70 stocks saw long unwinding. These include Tata Chemicals, Hindustan Copper, Ipca Laboratories, BPCL, and Aditya Birla Fashion & Retail."
https://www.moneycontrol.com/news/business/markets/technical-view-nifty-defends-10-day-ema-and-forms-doji-pattern-22500-crucial-for-further-upside-12446251.html,"March 12, 2024 04:44 PM IST","Technical View: Nifty defends 10-day EMA and forms Doji pattern, 22,500 crucial for further upside","Options data indicated that 22,500 is expected to remain key resistance area for the Nifty 50, with support at 22,300."
https://www.moneycontrol.com/news/photos/business/stocks/gainers-losers-10-stocks-that-moved-the-most-on-march-12-2-12446241.html,"March 12, 2024 04:30 PM IST",Gainers & Losers: 10 stocks that moved the most on March 12,"About 551 shares advanced, 2,845 shares declined and 49 shares remained unchanged today"
https://www.moneycontrol.com/news/videos/business/markets/live-nifty-sees-mild-gains-amid-volatile-trade-smallcaps-suffer-itc-zomato-in-focus-closing-bell-12445721.html,"March 12, 2024 03:44 PM IST","Live: Nifty Sees Mild Gains Amid Volatile Trade; Smallcaps Suffer| ITC, Zomato In Focus| Closing Bell","Nifty dips below 22,400, smallcaps tumble 2%. Despite Nifty Bank pressure, HDFC Bank shines. Broader markets face pain, realty index plunges 4%. IT sector gains while ITC sees biggest drop in 8 months. Top gainers: HDFC Bank, TCS, Maruti; losers: Cipla, SBI. Catch Nandita Khemka and Yatin Mota as they discuss the stocks on their radar"
https://www.moneycontrol.com/news/business/markets/taking-stock-nifty-ends-flat-sensex-up-165-points-amid-volatility-ahead-of-us-inflation-data-12445761.html,"March 12, 2024 03:42 PM IST","Taking Stock: Nifty ends flat, Sensex up 165 points amid volatility ahead of US inflation data","On the sectoral front, except IT all other indices ended in the red with realty index down nearly 3.5 percent, PSU Bank and Media indices down 2 percent each, while capital goods, FMCG, healthcare, metal and power indices fell 1 percent each."
https://www.moneycontrol.com/news/business/markets/sensex-nifty-volatile-as-investors-await-us-inflation-print-largecaps-to-support-bullish-tone-ahead-12445331.html,"March 12, 2024 03:03 PM IST","Sensex, Nifty volatile as investors await US inflation print; largecaps to support bullish tone ahead","Going ahead, analysts see stage set for Nifty to head towards 23,000 as sectoral rotation plays out, favouring largecaps over small-and midcaps"
https://www.moneycontrol.com/news/business/markets/mid-day-mood-sensex-nifty-pares-gains-as-banking-stocks-fall-inflation-data-awaited-12443581.html,"March 12, 2024 12:09 PM IST","Nifty struggles to hold on to gains, PSU selloff dents broader market sentiment","Within broader markets, PSU stocks and the real estate pack is under selling pressure, while Tata group stocks are extending the fall in today's session."
https://www.moneycontrol.com/news/videos/business/ipo/live-popular-vehicles-services-hits-primary-market-with-a-rs-601-55-crore-ipo-on-march-12ipo-watch-12443291.html,"March 12, 2024 11:45 AM IST",Live: Popular Vehicles & Services hits primary market with a Rs 601.55 crore IPO on March 12|IPO Watch,Popular vehicles & services IPO will open for subscription on March 12. price band for the issue has been fixed at Rs 280-295/share. It is a  mix of fresh issue and an offer for sale. Nickey Mirchandani speaks with the management.
https://www.moneycontrol.com/news/business/markets/sensex-nifty-flat-amid-firm-global-cues-inflation-data-awaited-12442171.html,"March 12, 2024 09:40 AM IST","Sensex, Nifty gain amid firm global cues; inflation data awaited","Analysts expect time-wise profit-booking but say there is no reason to worry as long as the Nifty stays above 22,200"
https://www.moneycontrol.com/news/videos/business/markets/live-indian-equity-market-to-remain-under-pressure-eye-on-cpi-data-rk-swamy-listing-opening-bell-12442321.html,"March 12, 2024 09:10 AM IST","Live: Indian equity market to remain under pressure |Eye on CPI Data, RK Swamy listing |Opening Bell","Given the sharp uptrend, Indian markets have gone into consolidation mode. But overall the trend is still in favour of bulls. GIFT Nifty indicates a firm start, but It was the broader markets reversed previous day's gains with the smallcap index shedding over 2%. After SEBI's comments remains to be seen if further downside continues. As for an handover from overseas weak global cues amid uncertainty over U.S Fed's rate cuts mars sentiment. All eyes will be on US & India inflation data due later tis evening. Among stocks in focus are ITC, pharma & chemical stocks. Moneycontrol's Stacy Pereira discusses all this and more with Aamar Deo Singh-Sr Vice President, Angelone & Market Expert Prakash Diwan on Opening Bell"
https://www.moneycontrol.com/news/business/markets/daily-voice-global-recession-biggest-risk-to-7-growth-projection-for-fy25-says-jimeet-modi-12441541.html,"March 12, 2024 08:16 AM IST","Daily Voice | Global recession biggest risk to 7% growth projection for FY25, says Jimeet Modi","Electric vehicles and semiconductors are the sunrise sectors but a lot of their potential has already been priced in, the Samco Group founder and CEO says"
https://www.moneycontrol.com/news/business/markets/stock-market-live-sensex-nifty-50-share-price-gift-nifty-latest-updates-12-03-2024-12441681.html,"March 12, 2024 07:17 AM IST","Closing Bell: Nifty flat, Sensex up 165 points; IT gains, realty top drag","Sensex Today | Stock Market LIVE Updates: BSE Midcap and Smallcap indices down 1-2 percent each. On the sectoral front, except IT all other indices are trading in the red with realty index down nearly 4 percent."
https://www.moneycontrol.com/news/photos/business/stocks/buzzing-stocks-wipro-rvnl-tata-investment-indigo-mm-itc-jio-financial-and-others-12441501.html,"March 12, 2024 06:21 AM IST","Buzzing Stocks: Wipro, RVNL, Tata Investment, IndiGo, M&M, ITC, Jio Financial and others","Stocks to watch: Check out the companies making headlines before the opening bell today, on March 12, 2024."
https://www.moneycontrol.com/news/business/markets/trade-setup-for-tuesday-15-things-to-know-before-opening-bell-22-12441011.html,"March 11, 2024 10:18 PM IST",Trade setup for today: 15 things to know before opening bell,"A short build-up was seen in 91 stocks, including Apollo Tyres, PVRINOX, Aditya Birla Fashion & Retail, Tata Steel and Dr Lal PathLabs"
https://www.moneycontrol.com/news/business/markets/technical-view-caution-and-consolidation-may-continue-in-nifty-with-support-at-22200-12439201.html,"March 11, 2024 04:51 PM IST","Technical View: Caution and consolidation may continue in Nifty with support at 22,200","The weekly options data suggests that the 22,300-22,000 is expected to be key support area, with resistance at 22,500-22,600 levels."
https://www.moneycontrol.com/news/business/markets/mid-day-mood-nifty-tests-22100-on-the-downside-with-broader-markets-falling-for-a-third-day-12450191.html,"March 13, 2024 11:57 AM IST","Nifty 50 slips below 22,000; midcaps, smallcaps bleed",The ITC block deal ruboff failed to clear the sentiment and markets are now sharply lower with the selloff in the broader market continuing for a third session due to concerns over valuations.
